,latency,L_1_PE,L_1_Buf,L_2_PE,L_2_Buf,L_3_PE,L_3_Buf,L_4_PE,L_4_Buf,L_5_PE,L_5_Buf,L_6_PE,L_6_Buf,L_7_PE,L_7_Buf,L_8_PE,L_8_Buf,L_9_PE,L_9_Buf,L_10_PE,L_10_Buf,L_11_PE,L_11_Buf,L_12_PE,L_12_Buf,L_13_PE,L_13_Buf,L_14_PE,L_14_Buf,L_15_PE,L_15_Buf,L_16_PE,L_16_Buf,L_17_PE,L_17_Buf,L_18_PE,L_18_Buf,L_19_PE,L_19_Buf,L_20_PE,L_20_Buf,L_21_PE,L_21_Buf,L_22_PE,L_22_Buf,L_23_PE,L_23_Buf,L_24_PE,L_24_Buf,L_25_PE,L_25_Buf,L_26_PE,L_26_Buf,L_27_PE,L_27_Buf,L_28_PE,L_28_Buf,L_29_PE,L_29_Buf,L_30_PE,L_30_Buf,L_31_PE,L_31_Buf,L_32_PE,L_32_Buf,L_33_PE,L_33_Buf,L_34_PE,L_34_Buf,L_35_PE,L_35_Buf,L_36_PE,L_36_Buf,L_37_PE,L_37_Buf,L_38_PE,L_38_Buf,L_39_PE,L_39_Buf,L_40_PE,L_40_Buf,L_41_PE,L_41_Buf,L_42_PE,L_42_Buf,L_43_PE,L_43_Buf,L_44_PE,L_44_Buf,L_45_PE,L_45_Buf,L_46_PE,L_46_Buf,L_47_PE,L_47_Buf,L_48_PE,L_48_Buf,L_49_PE,L_49_Buf,L_50_PE,L_50_Buf,L_51_PE,L_51_Buf,L_52_PE,L_52_Buf
0,112398683.0,96.0,10.0,1.0,9.0,2.0,12.0,128.0,5.0,4.0,11.0,64.0,7.0,2.0,11.0,128.0,1.0,64.0,3.0,128.0,3.0,1.0,5.0,16.0,7.0,4.0,1.0,128.0,3.0,4.0,5.0,2.0,11.0,12.0,5.0,1.0,4.0,8.0,10.0,48.0,7.0,24.0,12.0,2.0,7.0,8.0,7.0,8.0,1.0,48.0,6.0,8.0,12.0,24.0,10.0,16.0,11.0,96.0,8.0,128.0,9.0,12.0,3.0,48.0,6.0,64.0,12.0,128.0,7.0,24.0,10.0,2.0,1.0,1.0,8.0,4.0,9.0,2.0,10.0,48.0,12.0,64.0,7.0,8.0,4.0,4.0,9.0,64.0,8.0,12.0,5.0,128.0,4.0,128.0,11.0,2.0,1.0,8.0,8.0,48.0,2.0,8.0,3.0,4.0,12.0
